ID,BOLSISTA,SINALIZADOR_INGRESSANTE,ANOS_PM,ANO_PESQUISA,INDE,IAA,IEG,IPS,IDA,IPP,IPV,IAN,INSTITUICAO_ENSINO_ALUNO,FASE,TURMA,PEDRA,PONTO_VIRADA
471,0,1,0,2022,7.044,9.0,8.826,7.5,6.75,5.625,6.083,5.0,Escola Pública,1,U,Ametista,0
474,0,0,3,2022,6.636,9.0,8.694,7.5,3.667,6.25,6.944,5.0,Escola Pública,2,A,Ágata,0
475,0,1,0,2022,4.265,0.0,6.207,5.0,3.167,6.406,3.75,5.0,Escola Pública,3,B,Quartzo,0
477,0,0,3,2022,6.34,10.0,6.774,5.0,5.083,6.458,6.611,5.0,Escola Pública,2,M,Ágata,0
479,0,1,0,2022,4.985,0.0,3.972,8.75,3.733,5.469,7.611,5.0,Escola Pública,6,A,Quartzo,0
480,0,1,0,2022,6.33,8.0,5.902,8.125,5.0,4.375,5.5,10.0,Escola Pública,0,H,Ágata,0
481,0,1,0,2022,7.504,9.0,8.865,7.5,7.833,5.312,7.417,5.0,Escola Pública,0,O,Ametista,0
482,1,0,6,2022,8.468,10.0,10.0,7.5,7.667,8.594,9.125,5.0,Outra,3,F,Topázio,1
483,1,0,4,2022,8.673,9.583,9.667,5.625,8.167,8.438,8.708,10.0,Outra,3,F,Topázio,1
486,0,0,3,2022,4.499,0.0,4.775,5.625,6.0,5.312,3.75,5.0,Escola Pública,3,C,Quartzo,0
489,0,1,0,2022,7.483,8.0,9.167,7.5,7.75,5.833,7.333,5.0,Escola Pública,1,N,Ametista,0
490,1,0,6,2022,6.846,7.917,8.243,5.625,6.722,7.656,7.417,2.5,Outra,4,A,Ágata,0
491,0,1,0,2022,7.181,9.5,9.444,7.5,5.5,6.25,6.833,5.0,Escola Pública,2,F,Ametista,0
493,0,1,0,2022,6.376,6.917,8.672,7.5,5.75,5.0,5.25,5.0,Escola Pública,1,U,Ágata,0
496,1,0,4,2022,7.861,9.583,8.878,7.5,6.156,6.458,7.5,10.0,Outra,5,B,Ametista,0
497,0,0,1,2022,7.04,8.75,5.602,7.5,6.778,7.5,5.944,10.0,Escola Pública,3,N,Ametista,0
498,0,0,1,2022,5.671,9.583,4.256,7.5,2.556,6.25,4.875,10.0,Escola Pública,3,E,Quartzo,0
499,1,0,5,2022,7.883,9.5,8.977,8.125,7.5,6.25,8.5,5.0,Outra,2,A,Ametista,1
501,0,1,0,2022,7.336,8.0,9.27,7.5,7.083,6.042,7.056,5.0,Escola Pública,1,C,Ametista,0
502,0,0,4,2022,7.357,10.0,8.331,9.375,4.411,8.125,7.792,5.0,Escola Pública,4,L,Ametista,0
503,0,0,2,2022,7.826,8.5,10.0,7.5,8.167,6.042,7.444,5.0,Escola Pública,1,B,Ametista,0
504,0,1,0,2022,6.725,9.167,7.041,7.5,7.0,4.583,6.458,5.0,Escola Pública,5,B,Ágata,0
505,0,1,0,2022,7.894,9.167,7.938,10.0,5.333,7.812,7.708,10.0,Escola Pública,4,H,Ametista,0
507,0,0,6,2022,6.738,9.583,7.961,5.625,5.578,7.344,6.375,5.0,Escola Pública,4,F,Ágata,0
508,0,1,0,2022,7.771,8.5,9.71,7.5,7.917,5.625,7.917,5.0,Escola Pública,0,D,Ametista,0
510,0,1,0,2022,7.592,8.917,8.993,6.875,7.5,5.312,8.417,5.0,Escola Pública,0,S,Ametista,1
513,0,0,2,2022,8.22,10.0,9.233,7.5,8.5,6.562,8.833,5.0,Escola Pública,1,H,Topázio,1
514,0,1,0,2022,6.058,7.917,6.916,7.5,4.75,4.583,6.125,5.0,Escola Pública,5,B,Ágata,0
516,0,1,0,2022,7.139,9.5,7.134,7.5,6.917,5.625,7.833,5.0,Escola Pública,0,U,Ametista,0
519,0,1,0,2022,8.325,8.5,8.663,7.5,8.9,5.625,8.25,10.0,Escola Pública,0,Z,Topázio,0
520,1,0,4,2022,8.317,7.5,10.0,6.25,7.744,7.344,8.292,10.0,Outra,4,L,Topázio,0
521,0,0,4,2022,6.95,8.5,7.376,6.25,6.667,6.667,7.5,5.0,Escola Pública,2,F,Ágata,0
522,0,0,4,2022,5.858,8.5,4.28,7.5,4.467,5.417,7.333,5.0,Escola Pública,2,D,Quartzo,0
524,0,0,2,2022,8.261,9.5,9.861,7.5,8.167,6.667,8.944,5.0,Escola Pública,1,J,Topázio,1
525,0,1,0,2022,8.068,8.75,10.0,7.5,7.75,7.344,8.292,5.0,Escola Pública,7,D,Topázio,0
527,1,0,5,2022,6.818,0.0,8.4,7.5,7.633,8.281,7.667,5.0,Outra,7,A,Ágata,0
528,0,1,0,2022,5.918,8.333,5.341,7.5,5.0,6.25,5.708,5.0,Escola Pública,3,E,Quartzo,0
529,0,0,1,2022,7.756,9.5,7.601,7.5,9.5,6.25,7.556,5.0,Escola Pública,1,M,Ametista,0
532,0,1,0,2022,6.342,9.0,6.961,7.5,4.583,5.0,6.917,5.0,Escola Pública,0,T,Ágata,0
536,0,0,1,2022,6.645,6.917,9.647,7.5,4.333,5.625,6.722,5.0,Escola Pública,2,K,Ágata,0
537,0,0,1,2022,6.099,7.5,7.362,5.0,5.05,5.0,6.833,5.0,Escola Pública,0,F,Ágata,0
539,0,1,0,2022,6.81,10.0,7.896,5.625,6.5,4.688,7.0,5.0,Escola Pública,0,S,Ágata,0
541,1,0,3,2022,6.72,8.333,7.946,5.625,4.778,5.625,6.083,10.0,Outra,5,A,Ágata,0
543,0,1,0,2022,8.136,9.5,8.549,7.5,8.067,5.625,7.75,10.0,Escola Pública,0,Z,Topázio,0
544,0,0,3,2022,6.527,8.333,6.917,6.875,5.833,7.344,6.111,5.0,Escola Pública,3,N,Ágata,0
546,0,0,4,2022,4.786,7.083,4.631,6.25,1.589,4.531,6.278,5.0,Escola Pública,7,A,Quartzo,0
548,0,0,1,2022,8.306,9.5,9.135,7.5,7.5,6.458,8.167,10.0,Escola Pública,1,D,Topázio,0
551,0,1,0,2022,8.65,8.5,9.203,8.125,9.183,5.938,8.583,10.0,Escola Pública,0,A,Topázio,1
553,0,1,0,2022,7.094,8.0,10.0,7.5,5.25,5.833,7.056,5.0,Escola Pública,1,C,Ametista,0
554,0,1,0,2022,7.845,9.0,8.718,7.5,8.75,6.458,7.778,5.0,Escola Pública,2,Q,Ametista,0
556,0,1,0,2022,6.982,7.083,8.667,5.0,6.0,7.656,7.875,5.0,Escola Pública,3,F,Ágata,0
557,0,0,4,2022,5.679,9.167,5.291,7.5,3.0,6.875,5.833,5.0,Escola Pública,3,K,Quartzo,0
558,0,1,0,2022,5.424,7.083,5.812,6.25,3.0,7.031,5.625,5.0,Escola Pública,3,L,Quartzo,0
560,0,0,3,2022,5.261,9.0,3.7,5.0,2.967,5.833,7.222,5.0,Escola Pública,2,K,Quartzo,0
561,0,0,3,2022,5.987,7.5,5.789,5.625,6.0,7.5,6.583,2.5,Escola Pública,3,I,Quartzo,0
562,1,0,3,2022,7.946,7.917,8.282,7.5,8.144,7.188,7.0,10.0,Outra,3,K,Ametista,0
563,0,0,1,2022,7.039,8.5,9.048,7.5,5.833,5.625,7.0,5.0,Escola Pública,1,P,Ametista,0
565,0,0,1,2022,7.594,9.0,9.218,7.5,7.917,5.833,7.167,5.0,Escola Pública,1,M,Ametista,0
566,0,0,1,2022,7.605,8.75,6.442,7.5,7.533,7.188,7.333,10.0,Escola Pública,6,A,Ametista,0
569,0,0,2,2022,8.232,9.0,10.0,7.5,9.5,6.042,7.889,5.0,Escola Pública,1,B,Topázio,0
573,0,1,0,2022,7.507,9.5,8.723,7.5,6.5,5.625,8.5,5.0,Escola Pública,0,O,Ametista,1
574,0,0,3,2022,8.109,8.75,9.478,7.5,6.722,8.438,9.5,5.0,Escola Pública,7,A,Topázio,1
575,0,1,0,2022,7.025,9.5,7.981,7.5,6.167,5.625,7.167,5.0,Escola Pública,0,O,Ágata,0
576,0,1,0,2022,6.985,10.0,7.5,7.5,4.433,5.312,6.583,10.0,Escola Pública,0,H,Ágata,0
578,0,0,1,2022,7.441,8.5,8.988,7.5,6.583,5.938,8.167,5.0,Escola Pública,0,E,Ametista,0
579,0,0,5,2022,7.558,9.0,8.355,6.25,8.083,6.458,8.0,5.0,Escola Pública,2,I,Ametista,0
580,0,1,0,2022,7.591,10.0,9.524,7.5,6.5,6.25,7.556,5.0,Escola Pública,1,D,Ametista,0
582,0,1,0,2022,7.277,9.5,8.843,7.5,6.25,6.25,7.167,5.0,Escola Pública,1,U,Ametista,0
583,0,0,3,2022,5.486,6.25,6.514,5.625,4.333,4.375,5.958,5.0,Escola Pública,5,A,Quartzo,0
585,0,0,4,2022,5.518,10.0,5.396,5.0,4.583,4.167,6.778,2.5,Escola Pública,2,J,Quartzo,0
586,0,0,2,2022,7.455,9.5,9.315,7.5,6.333,6.25,7.5,5.0,Escola Pública,2,K,Ametista,0
587,0,1,0,2022,6.433,7.417,7.915,5.625,5.75,5.625,6.667,5.0,Escola Pública,0,D,Ágata,0
588,0,0,3,2022,7.303,8.5,9.486,5.625,7.0,5.938,7.5,5.0,Escola Pública,1,F,Ametista,0
590,0,1,0,2022,7.736,9.0,7.674,8.125,8.35,4.688,6.75,10.0,Escola Pública,0,H,Ametista,0
591,0,1,0,2022,8.151,8.0,9.63,7.5,7.75,6.25,7.5,10.0,Escola Pública,1,R,Topázio,0
592,0,1,0,2022,3.7,7.917,3.359,5.0,1.111,4.062,4.292,2.5,Escola Pública,3,L,Quartzo,0
593,0,1,0,2022,6.308,8.333,6.637,7.5,4.833,6.719,6.292,5.0,Escola Pública,5,L,Ágata,0
594,0,0,2,2022,8.121,9.0,9.218,7.5,9.167,5.833,8.556,5.0,Escola Pública,1,M,Topázio,1
595,0,0,1,2022,7.713,9.0,9.67,7.5,5.667,5.625,7.167,10.0,Escola Pública,1,L,Ametista,0
600,0,1,0,2022,6.741,9.0,8.598,5.0,7.15,3.75,6.583,5.0,Escola Pública,0,F,Ágata,0
602,0,0,3,2022,4.972,9.5,3.838,5.0,2.25,4.375,6.833,5.0,Escola Pública,1,H,Quartzo,0
603,0,0,4,2022,5.561,9.5,8.611,5.0,2.333,3.333,5.444,5.0,Escola Pública,2,Q,Quartzo,0
607,0,1,0,2022,6.323,9.167,6.53,7.5,5.0,6.25,6.125,5.0,Escola Pública,4,H,Ágata,0
608,0,0,5,2022,6.576,7.083,7.561,5.625,7.467,5.0,6.5,5.0,Escola Pública,5,B,Ágata,0
610,0,0,1,2022,5.542,5.0,5.948,7.5,3.011,5.417,7.292,5.0,Escola Pública,5,A,Quartzo,0
612,0,1,0,2022,5.427,10.0,7.759,6.875,2.5,4.375,5.0,2.5,Escola Pública,1,F,Quartzo,0
613,0,0,4,2022,6.665,9.0,7.233,5.0,3.083,6.458,7.778,10.0,Escola Pública,2,P,Ágata,0
615,0,0,3,2022,8.338,10.0,9.032,7.5,8.917,6.875,9.056,5.0,Escola Pública,1,E,Topázio,1
617,0,0,1,2022,7.794,8.5,8.785,7.5,6.833,6.042,7.333,10.0,Escola Pública,1,B,Ametista,0
621,0,1,0,2022,6.634,9.5,6.238,7.5,7.1,5.0,6.333,5.0,Escola Pública,0,F,Ágata,0
622,0,0,4,2022,4.277,9.167,2.817,7.5,0.889,5.938,3.875,5.0,Escola Pública,3,G,Quartzo,0
623,0,1,0,2022,7.448,9.167,7.749,7.5,5.222,6.875,7.5,10.0,Escola Pública,3,N,Ametista,0
624,0,0,3,2022,3.738,7.083,3.537,5.0,1.444,5.0,3.917,2.5,Escola Pública,4,F,Quartzo,0
628,0,0,1,2022,8.172,9.0,9.163,7.5,8.75,6.562,8.917,5.0,Escola Pública,0,L,Topázio,1
632,0,0,1,2022,5.818,7.417,7.583,7.5,1.25,6.042,7.278,5.0,Escola Pública,1,N,Quartzo,0
633,0,1,0,2022,6.86,9.5,7.19,5.0,7.5,5.833,6.944,5.0,Escola Pública,1,J,Ágata,0
634,1,0,4,2022,5.249,8.0,5.833,3.75,2.917,4.792,6.722,5.0,Outra,2,A,Quartzo,0
637,0,1,0,2022,6.924,9.0,9.389,7.5,3.75,6.458,7.5,5.0,Escola Pública,2,P,Ágata,0
638,0,0,3,2022,4.312,9.167,3.636,5.0,1.778,5.625,3.75,5.0,Escola Pública,3,G,Quartzo,0
641,0,1,0,2022,6.313,9.5,6.741,7.5,4.083,6.042,6.722,5.0,Escola Pública,2,U,Ágata,0
642,0,0,3,2022,6.947,0.0,9.365,5.0,9.083,6.458,8.056,5.0,Escola Pública,1,D,Ágata,0
643,0,1,0,2022,8.06,10.0,9.351,7.5,8.167,6.562,8.25,5.0,Escola Pública,0,L,Topázio,0
644,1,0,4,2022,8.442,9.167,8.311,6.25,8.111,8.906,8.625,10.0,Outra,3,A,Topázio,1
645,0,0,2,2022,4.742,9.5,4.016,7.5,1.167,4.167,5.444,5.0,Escola Pública,1,A,Quartzo,0
647,0,0,4,2022,7.367,9.5,8.946,5.0,6.917,6.667,7.889,5.0,Escola Pública,2,P,Ametista,0
649,0,1,0,2022,7.897,8.75,10.0,6.875,6.444,8.125,8.667,5.0,Escola Pública,3,N,Ametista,1
650,0,1,0,2022,6.922,8.0,8.379,7.5,6.083,5.625,7.083,5.0,Escola Pública,0,T,Ágata,0
651,0,1,0,2022,5.233,9.0,4.084,7.5,2.917,5.0,5.917,5.0,Escola Pública,1,H,Quartzo,0
652,0,1,0,2022,6.083,7.417,7.463,5.0,4.933,5.625,6.5,5.0,Escola Pública,2,I,Ágata,0
654,0,1,0,2022,6.876,7.0,7.871,7.5,6.25,6.458,7.278,5.0,Escola Pública,2,Q,Ágata,0
656,0,1,0,2022,8.513,10.0,9.345,7.5,9.583,5.938,9.417,5.0,Escola Pública,0,S,Topázio,1
657,1,0,3,2022,8.623,9.167,9.545,8.75,6.778,8.75,8.458,10.0,Outra,3,A,Topázio,1
658,0,0,1,2022,5.989,10.0,6.038,7.5,2.833,5.312,7.167,5.0,Escola Pública,0,T,Quartzo,0
662,0,1,0,2022,8.101,9.5,9.63,7.5,9.25,6.25,7.5,5.0,Escola Pública,1,R,Topázio,0
663,0,0,4,2022,5.379,5.833,4.985,7.5,4.5,4.375,6.056,5.0,Escola Pública,2,D,Quartzo,0
664,1,0,3,2022,8.843,10.0,9.485,9.375,8.011,9.062,10.0,5.0,Outra,6,A,Topázio,1
665,0,1,0,2022,7.541,9.5,9.474,7.5,7.0,5.625,7.417,5.0,Escola Pública,0,D,Ametista,0
667,0,1,0,2022,6.1,6.25,7.25,7.5,4.0,7.5,6.125,5.0,Escola Pública,3,D,Ágata,0
668,0,0,2,2022,6.658,9.0,7.325,7.5,5.25,6.042,6.944,5.0,Escola Pública,2,K,Ágata,0
669,0,1,0,2022,6.026,9.0,9.028,6.875,1.917,5.0,6.25,5.0,Escola Pública,1,G,Ágata,0
673,0,1,0,2022,7.792,9.167,9.136,5.625,5.167,7.969,8.278,10.0,Escola Pública,3,N,Ametista,0
674,0,1,0,2022,6.549,7.5,6.116,7.5,6.75,7.344,6.208,5.0,Escola Pública,3,E,Ágata,0
679,0,1,0,2022,7.28,10.0,9.683,7.5,6.667,5.938,7.083,2.5,Escola Pública,0,L,Ametista,0
681,0,0,4,2022,6.665,9.583,6.923,7.5,4.556,8.281,6.667,5.0,Escola Pública,3,K,Ágata,0
686,0,0,4,2022,6.853,8.5,7.35,6.875,6.583,5.625,7.333,5.0,Escola Pública,1,G,Ágata,0
687,0,0,1,2022,6.328,7.5,7.969,7.5,4.133,7.656,6.958,2.5,Escola Pública,3,A,Ágata,0
689,1,0,5,2022,8.017,8.75,9.25,5.0,6.333,8.75,8.25,10.0,Outra,3,B,Ametista,0
690,0,0,1,2022,7.402,9.5,9.687,7.5,6.5,5.312,7.167,5.0,Escola Pública,0,L,Ametista,0
692,0,1,0,2022,7.193,6.417,8.178,6.25,7.333,6.458,8.389,5.0,Escola Pública,2,Q,Ametista,1
693,0,0,2,2022,7.435,8.5,8.625,7.5,7.417,6.042,7.611,5.0,Escola Pública,1,K,Ametista,0
694,0,0,1,2022,7.432,10.0,6.712,7.5,7.083,6.562,8.833,5.0,Escola Pública,0,N,Ametista,1
695,0,0,2,2022,7.621,10.0,9.881,7.5,7.25,5.0,7.222,5.0,Escola Pública,1,A,Ametista,0
697,0,1,0,2022,4.097,0.0,5.605,6.25,0.0,7.344,6.833,2.5,Escola Pública,3,L,Quartzo,0
700,0,0,3,2022,6.104,10.0,5.859,5.625,4.0,6.25,7.222,5.0,Escola Pública,2,I,Ágata,0
701,0,1,0,2022,6.334,9.167,7.729,6.875,4.789,7.344,6.208,2.5,Escola Pública,3,M,Ágata,0
703,0,0,3,2022,6.825,8.333,5.946,7.5,6.189,7.812,7.667,5.0,Escola Pública,4,B,Ágata,0
705,0,1,0,2022,6.471,9.167,6.416,7.5,3.333,6.875,5.833,10.0,Escola Pública,3,E,Ágata,0
706,0,0,3,2022,6.715,10.0,7.396,5.625,5.278,7.344,6.917,5.0,Escola Pública,3,G,Ágata,0
707,0,0,3,2022,5.942,8.75,6.869,7.5,3.5,7.188,6.375,2.5,Escola Pública,3,D,Quartzo,0
708,0,0,3,2022,5.889,8.0,6.13,7.5,2.833,6.458,7.0,5.0,Escola Pública,1,J,Quartzo,0
709,0,0,1,2022,7.507,9.5,9.253,7.5,7.083,5.625,7.389,5.0,Escola Pública,1,K,Ametista,0
710,1,0,4,2022,8.124,9.167,9.099,7.5,5.111,8.906,8.625,10.0,Outra,3,B,Topázio,1
711,0,1,0,2022,5.557,8.5,7.259,5.0,2.583,5.833,5.778,5.0,Escola Pública,2,M,Quartzo,0
715,0,1,0,2022,6.996,9.0,7.418,7.5,6.75,5.625,7.25,5.0,Escola Pública,1,U,Ágata,0
721,0,0,3,2022,4.563,7.5,3.81,5.0,1.278,6.875,5.542,5.0,Escola Pública,3,G,Quartzo,0
722,0,0,1,2022,8.339,9.5,9.71,7.5,9.583,6.25,8.278,5.0,Escola Pública,1,M,Topázio,0
723,0,1,0,2022,4.44,0.0,5.12,7.5,3.444,5.938,4.417,5.0,Escola Pública,3,C,Quartzo,0
727,0,1,0,2022,5.702,9.5,5.033,7.5,2.583,5.625,7.083,5.0,Escola Pública,0,N,Quartzo,0
728,0,1,0,2022,7.624,9.0,9.602,5.0,5.667,6.042,7.833,10.0,Escola Pública,2,U,Ametista,0
729,0,0,1,2022,7.245,7.083,8.359,6.25,7.167,7.812,7.625,5.0,Escola Pública,4,B,Ametista,0
732,1,0,4,2022,7.37,8.75,5.248,8.75,6.078,7.656,7.944,10.0,Outra,6,A,Ametista,0
734,0,1,0,2022,7.3,8.333,8.835,7.5,3.75,7.5,7.25,10.0,Escola Pública,3,A,Ametista,0
735,0,1,0,2022,6.82,6.417,7.269,5.625,5.917,5.625,7.083,10.0,Escola Pública,0,J,Ágata,0
737,0,0,3,2022,7.378,8.0,9.683,7.5,6.333,6.25,7.5,5.0,Escola Pública,2,U,Ametista,0
738,1,0,4,2022,7.007,8.333,9.183,5.625,4.878,6.406,5.792,10.0,Outra,4,P,Ágata,0
739,1,0,6,2022,7.973,9.167,8.035,9.375,7.389,8.594,8.375,5.0,Outra,4,A,Ametista,1
741,0,0,1,2022,7.54,9.167,7.816,6.875,6.722,8.281,8.5,5.0,Escola Pública,5,L,Ametista,1
742,0,0,1,2022,7.407,7.917,7.61,6.875,5.689,7.344,7.667,10.0,Escola Pública,4,F,Ametista,0
743,0,0,2,2022,7.381,8.0,8.483,5.625,8.417,5.833,7.778,5.0,Escola Pública,1,K,Ametista,0
746,1,0,4,2022,8.51,7.5,9.393,6.25,7.778,8.594,9.208,10.0,Outra,3,F,Topázio,1
747,1,0,3,2022,7.591,7.917,8.865,5.625,6.778,6.25,7.417,10.0,Outra,5,A,Ametista,0
751,0,1,0,2022,7.59,9.5,9.07,7.5,7.75,6.042,7.111,5.0,Escola Pública,1,J,Ametista,0
752,0,1,0,2022,7.218,8.5,9.048,5.625,7.167,5.625,7.5,5.0,Escola Pública,0,J,Ametista,0
753,0,0,3,2022,5.061,7.917,3.441,7.5,1.778,4.844,4.958,10.0,Escola Pública,4,B,Quartzo,0
754,0,1,0,2022,6.596,8.75,6.765,7.5,5.5,7.344,6.417,5.0,Escola Pública,5,K,Ágata,0
755,1,0,5,2022,7.468,7.5,8.792,5.0,6.944,8.125,6.292,10.0,Outra,5,L,Ametista,0
757,0,0,5,2022,6.196,7.5,6.688,7.5,4.75,6.25,6.417,5.0,Escola Pública,3,E,Ágata,0
759,0,1,0,2022,8.003,9.0,8.618,7.5,7.833,5.625,7.5,10.0,Escola Pública,0,U,Ametista,0
760,0,0,2,2022,7.059,8.5,9.286,7.5,3.917,5.625,6.278,10.0,Escola Pública,1,P,Ametista,0
761,0,1,0,2022,7.234,10.0,8.609,7.5,6.0,5.625,7.5,5.0,Escola Pública,0,U,Ametista,0
762,0,1,0,2022,6.621,7.0,6.731,7.5,6.5,6.25,7.0,5.0,Escola Pública,1,N,Ágata,0
763,0,0,1,2022,8.013,9.0,9.335,7.5,8.583,6.458,8.167,5.0,Escola Pública,1,D,Ametista,0
764,0,1,0,2022,6.896,9.5,8.407,5.625,6.25,4.688,7.417,5.0,Escola Pública,0,J,Ágata,0
765,0,1,0,2022,8.491,10.0,8.81,7.5,8.667,5.625,8.417,10.0,Escola Pública,0,Y,Topázio,1
766,0,0,2,2022,4.952,0.0,4.617,7.5,4.767,6.25,6.0,5.0,Escola Pública,6,A,Quartzo,0
768,1,0,5,2022,7.084,7.917,8.575,5.625,6.533,7.5,7.292,5.0,Outra,4,B,Ametista,0
770,0,0,1,2022,8.465,9.167,8.837,7.5,7.556,8.281,8.458,10.0,Escola Pública,3,C,Topázio,1
771,0,1,0,2022,6.525,8.917,8.112,7.5,6.667,3.438,5.417,5.0,Escola Pública,0,G,Ágata,0
772,0,1,0,2022,7.226,6.25,8.69,6.25,9.0,5.625,6.875,5.0,Escola Pública,7,D,Ametista,0
773,1,0,6,2022,8.656,10.0,9.881,7.5,8.444,8.906,9.25,5.0,Outra,3,F,Topázio,1
774,0,1,0,2022,8.639,8.333,9.416,7.5,7.556,8.281,9.167,10.0,Escola Pública,3,F,Topázio,1
778,0,1,0,2022,6.818,8.0,5.412,7.5,6.083,4.688,7.5,10.0,Escola Pública,0,Q,Ágata,0
781,0,0,2,2022,6.236,0.0,7.765,6.25,6.789,7.5,7.25,5.0,Escola Pública,3,L,Ágata,0
783,0,0,2,2022,6.535,3.5,8.495,5.0,6.25,6.25,8.056,5.0,Escola Pública,2,U,Ágata,0
784,1,0,1,2022,8.218,8.75,9.737,4.375,7.278,8.438,8.292,10.0,Outra,3,B,Topázio,0
787,0,1,0,2022,6.671,7.917,6.765,7.5,6.75,7.344,5.958,5.0,Escola Pública,5,K,Ágata,0
788,0,1,0,2022,6.048,8.75,8.44,6.25,2.111,5.208,7.083,5.0,Escola Pública,5,A,Ágata,0
790,1,0,3,2022,8.404,10.0,10.0,7.5,7.0,6.042,8.25,10.0,Outra,5,B,Topázio,0
791,0,1,0,2022,8.004,9.0,8.793,7.5,7.5,5.625,7.667,10.0,Escola Pública,0,L,Ametista,0
792,0,0,5,2022,5.554,0.0,6.185,5.0,4.611,7.031,5.958,10.0,Escola Pública,3,B,Quartzo,0
794,1,0,5,2022,7.302,7.917,9.792,5.625,6.589,7.969,8.125,2.5,Outra,4,L,Ametista,0
796,0,0,4,2022,6.258,7.5,6.407,7.5,4.556,7.656,6.5,5.0,Escola Pública,4,A,Ágata,0
798,0,0,1,2022,6.49,8.333,8.075,5.625,4.689,7.5,6.458,5.0,Escola Pública,4,L,Ágata,0
799,0,1,0,2022,7.897,9.5,8.603,7.5,5.917,6.042,8.444,10.0,Escola Pública,2,J,Ametista,1
800,0,1,0,2022,7.862,9.5,9.28,7.5,9.0,5.833,7.111,5.0,Escola Pública,1,J,Ametista,0
801,0,1,0,2022,6.955,8.0,7.629,7.5,6.917,5.625,7.167,5.0,Escola Pública,0,N,Ágata,0
802,1,0,1,2022,8.287,9.5,9.718,7.5,7.417,6.042,7.778,10.0,Outra,1,B,Topázio,0
804,0,1,0,2022,7.365,9.0,9.27,7.5,6.167,5.833,7.722,5.0,Escola Pública,1,C,Ametista,0
805,0,0,1,2022,6.613,8.5,7.434,7.5,5.5,6.042,6.611,5.0,Escola Pública,1,P,Ágata,0
806,0,1,0,2022,7.412,9.0,7.214,7.5,5.867,5.625,7.917,10.0,Escola Pública,0,Y,Ametista,0
807,0,0,3,2022,8.814,9.5,10.0,8.75,9.5,6.667,9.611,5.0,Escola Pública,1,J,Topázio,1
808,0,1,0,2022,6.644,7.0,6.565,7.5,6.75,5.312,7.5,5.0,Escola Pública,0,Q,Ágata,0
810,0,1,0,2022,5.93,9.0,7.032,7.5,2.0,5.625,7.056,5.0,Escola Pública,2,U,Quartzo,0
811,1,0,4,2022,6.969,8.0,7.867,5.0,7.25,6.458,7.5,5.0,Outra,2,F,Ágata,0
812,0,0,1,2022,7.675,7.0,9.315,7.5,8.417,5.625,8.083,5.0,Escola Pública,0,E,Ametista,0
814,0,0,3,2022,6.323,7.0,8.238,7.5,3.667,6.25,6.833,5.0,Escola Pública,2,I,Ágata,0
815,0,1,0,2022,6.581,7.5,6.78,7.5,5.5,7.5,6.875,5.0,Escola Pública,4,P,Ágata,0
816,0,1,0,2022,7.564,8.333,7.115,7.5,7.5,7.656,6.458,10.0,Escola Pública,3,B,Ametista,0
817,0,0,3,2022,7.28,8.75,7.74,7.5,7.222,8.125,8.0,2.5,Escola Pública,3,A,Ametista,0
818,0,0,1,2022,7.831,9.0,9.008,7.5,8.25,5.625,8.333,5.0,Escola Pública,0,Q,Ametista,0
819,0,1,0,2022,6.902,8.5,9.291,7.5,4.333,5.938,7.417,5.0,Escola Pública,0,L,Ágata,0
820,1,0,5,2022,7.305,7.083,8.132,5.625,8.433,6.458,7.875,5.0,Outra,5,B,Ametista,0
822,0,0,1,2022,8.229,9.0,9.595,5.625,8.333,6.25,7.778,10.0,Escola Pública,1,C,Topázio,0
823,1,0,4,2022,7.913,9.5,9.321,8.75,7.167,6.458,8.222,5.0,Outra,2,L,Ametista,0
824,0,0,3,2022,5.915,8.0,6.061,7.5,4.25,6.25,5.889,5.0,Escola Pública,2,U,Quartzo,0
825,1,0,4,2022,5.705,7.917,5.579,4.375,5.478,7.812,4.917,5.0,Outra,3,B,Quartzo,0
828,1,0,6,2022,6.259,9.583,4.846,8.125,3.833,7.969,7.278,5.0,Outra,6,A,Ágata,0
829,0,0,5,2022,7.118,9.167,8.249,5.625,5.667,6.719,5.917,10.0,Escola Pública,4,F,Ametista,0
830,1,0,5,2022,8.136,9.583,9.242,6.25,7.167,6.458,8.125,10.0,Outra,5,B,Topázio,0
831,0,0,3,2022,6.446,9.5,9.104,7.5,3.0,6.25,6.0,5.0,Escola Pública,2,U,Ágata,0
832,0,1,0,2022,8.62,10.0,9.375,7.5,6.944,9.062,8.5,10.0,Escola Pública,3,E,Topázio,1
834,0,0,1,2022,6.615,7.917,7.739,7.5,4.5,7.5,6.875,5.0,Escola Pública,3,A,Ágata,0
835,0,0,6,2022,5.661,9.5,6.182,5.0,3.25,6.25,6.0,5.0,Escola Pública,2,K,Quartzo,0
836,0,1,0,2022,6.894,9.5,7.639,7.5,6.0,5.0,7.333,5.0,Escola Pública,0,O,Ágata,0
839,0,1,0,2022,8.079,10.0,9.855,7.5,8.0,6.25,8.167,5.0,Escola Pública,1,D,Topázio,0
840,0,0,3,2022,7.151,9.0,8.486,6.875,7.25,5.0,7.083,5.0,Escola Pública,0,I,Ametista,0
841,0,1,0,2022,6.839,7.917,8.23,4.375,7.717,4.375,7.417,5.0,Escola Pública,0,Y,Ágata,0
843,0,0,1,2022,5.784,8.333,5.227,5.0,4.111,6.719,7.056,5.0,Escola Pública,7,A,Quartzo,0
